,param,seed,alpha,df,asymmetry,straightness,gaussianity,efficiency,mod_int
7216,0.6263157894736842,19321933,0.71,2.79,0.042,0.0041,37.0286,0.0,0
7217,0.6263157894736842,19341935,0.72,3.06,0.0463,0.0013,30.8756,0.0,0
7218,0.6263157894736842,19361937,0.61,3.18,0.0334,0.0038,24.8902,0.0,0
7219,0.6263157894736842,19381939,0.68,3.18,0.0133,0.0038,32.0617,0.0,0
7220,0.6263157894736842,19401941,0.75,3.16,0.0204,0.0011,30.8424,0.0,0
7221,0.6263157894736842,19421943,0.53,3.33,0.0119,0.0054,32.4927,0.0,0
7222,0.6263157894736842,19441945,0.68,3.04,0.0345,0.004,34.2856,0.0,0
7223,0.6263157894736842,19461947,0.55,3.22,0.0374,0.0034,29.8248,0.0,0
7224,0.6263157894736842,19481949,0.59,3.12,0.0133,0.0026,29.4787,0.0,0
7225,0.6263157894736842,19501951,0.65,2.99,0.0126,0.0022,25.6797,0.0,0
7226,0.6263157894736842,19521953,0.57,3.06,0.0156,0.0037,28.8701,0.0,0
7227,0.6263157894736842,19541955,0.77,2.97,0.0241,0.0042,33.4026,0.0,0
7228,0.6263157894736842,19561957,0.65,3.18,0.0402,0.0032,31.5935,0.0,0
7229,0.6263157894736842,19581959,0.56,3.07,0.0055,0.0033,27.3037,0.0,0
7230,0.6263157894736842,19601961,0.65,3.0,0.0641,0.0061,42.9192,0.0,0
7231,0.6263157894736842,19621963,0.7,3.07,0.0376,0.0031,27.2707,0.0,0
7232,0.6263157894736842,19641965,0.52,3.13,0.066,0.0004,22.8909,0.0,0
7233,0.6263157894736842,19661967,0.6,3.1,0.0011,0.0037,27.2426,0.0,0
7234,0.6263157894736842,19681969,0.55,3.03,0.066,0.002,27.3551,0.0,0
7235,0.6263157894736842,19701971,0.58,3.18,0.005,0.0018,28.0877,0.0,0
7236,0.6263157894736842,19721973,0.52,2.96,0.0038,0.0037,31.5668,0.0,0
7237,0.6263157894736842,19741975,0.58,3.06,0.0231,0.0018,31.7078,0.0,0
7238,0.6263157894736842,19761977,0.57,3.12,0.0565,0.0044,33.7467,0.0,0
7239,0.6263157894736842,19781979,0.51,3.15,0.0363,0.0059,24.2367,0.0,0
7240,0.6263157894736842,19801981,0.83,2.95,0.0027,0.0042,42.3473,0.0,0
7241,0.6263157894736842,19821983,0.58,3.01,0.0449,0.0024,29.3676,0.0,0
7242,0.6263157894736842,19841985,0.6,3.19,0.013000000000000001,0.0041,29.5339,0.0,0
7243,0.6263157894736842,19861987,0.64,2.94,0.0206,0.005,41.0372,0.0,0
7244,0.6263157894736842,19881989,0.6,3.12,0.0385,0.002,32.5603,0.0,0
7245,0.6263157894736842,19901991,0.68,3.1,0.0106,0.0074,30.5982,0.0,0
7246,0.6263157894736842,19921993,0.52,3.22,0.0322,0.0018,36.4426,0.0,0
7247,0.6263157894736842,19941995,0.64,3.04,0.0681,0.0037,27.3058,0.0,0
7248,0.6263157894736842,19961997,0.52,3.22,0.039,0.002,26.9885,0.0,0
7249,0.6263157894736842,19981999,0.76,3.1,0.0127,0.006,32.1497,0.0,0
7250,0.6263157894736842,20002001,0.67,2.98,0.0499,0.005,37.137,0.0,0
7251,0.6263157894736842,20022003,0.77,3.1,0.0865,0.0015,34.1754,0.0,0
7252,0.6263157894736842,20042005,0.63,3.0,0.0476,0.0009,29.4502,0.0,0
7253,0.6263157894736842,20062007,0.64,2.76,0.0706,0.0037,29.2956,0.0,0
7254,0.6263157894736842,20082009,0.69,3.06,0.0395,0.0019,27.4444,0.0,0
7255,0.6263157894736842,20102011,0.61,2.76,0.0143,0.0023,39.1279,0.0,0
7256,0.6263157894736842,20122013,0.49,3.02,0.038,0.0023,24.7594,0.0,0
7257,0.6263157894736842,20142015,0.56,3.07,0.0098,0.0036,37.8806,0.0,0
7258,0.6263157894736842,20162017,0.69,3.15,0.0018,0.006999999999999999,35.2076,0.0,0
7259,0.6263157894736842,20182019,0.6,3.29,0.0127,0.0041,24.861,0.0,0
7260,0.6263157894736842,20202021,0.65,2.99,0.0079,0.0048,26.3798,0.0,0
7261,0.6263157894736842,20222023,0.66,3.02,0.0148,0.0088,40.1923,0.0001,0
7262,0.6263157894736842,20242025,0.68,3.04,0.0394,0.0035,31.0124,0.0,0
7263,0.6263157894736842,20262027,0.59,3.19,0.0055,0.0027,27.2082,0.0,0
7264,0.6263157894736842,20282029,0.65,3.01,0.0308,0.0027,37.1485,0.0,0
7265,0.6263157894736842,20302031,0.68,3.01,0.0476,0.0043,37.0014,0.0,0
7266,0.6263157894736842,20322033,0.68,2.86,0.1043,0.0029,27.174,0.0,0
7267,0.6263157894736842,20342035,0.67,3.17,0.0122,0.0021,37.8369,0.0,0
7268,0.6263157894736842,20362037,0.58,2.93,0.0092,0.0017,30.4944,0.0,0
7269,0.6263157894736842,20382039,0.61,3.23,0.0241,0.0029,26.8801,0.0,0
7270,0.6263157894736842,20402041,0.7,2.94,0.0317,0.0046,27.7219,0.0,0
7271,0.6263157894736842,20422043,0.57,3.05,0.0073,0.0051,26.7276,0.0,0
7272,0.6263157894736842,20442045,0.5,2.97,0.0111,0.0059,25.2491,0.0,0
7273,0.6263157894736842,20462047,0.6,3.28,0.0268,0.0059,31.5341,0.0,0
7274,0.6263157894736842,20482049,0.62,3.18,0.0368,0.0055,25.3995,0.0,0
7275,0.6263157894736842,20502051,0.64,3.23,0.0321,0.0025,27.0129,0.0,0
7276,0.6263157894736842,20522053,0.69,3.06,0.0433,0.0051,32.422,0.0,0
7277,0.6263157894736842,20542055,0.62,3.25,0.0145,0.0024,28.5751,0.0,0
7278,0.6263157894736842,20562057,0.68,3.1,0.0045,0.0046,36.9374,0.0,0
7279,0.6263157894736842,20582059,0.61,3.06,0.0424,0.0045,36.0142,0.0,0
7280,0.6263157894736842,20602061,0.67,3.02,0.0104,0.0022,29.9708,0.0,0
7281,0.6263157894736842,20622063,0.69,3.01,0.042,0.0049,39.4649,0.0,0
7282,0.6263157894736842,20642065,0.62,2.9,0.0404,0.0062,25.6604,0.0,0
7283,0.6263157894736842,20662067,0.69,3.21,0.0068,0.0037,29.026,0.0,0
7284,0.6263157894736842,20682069,0.56,2.85,0.005,0.0011,31.2671,0.0,0
7285,0.6263157894736842,20702071,0.68,2.93,0.0103,0.0052,34.4592,0.0,0
7286,0.6263157894736842,20722073,0.53,2.87,0.0447,0.006,28.451,0.0,0
7287,0.6263157894736842,20742075,0.7,3.21,0.0102,0.0051,38.6216,0.0,0
7288,0.6263157894736842,20762077,0.7,2.97,0.0376,0.0079,30.3368,0.0,0
7289,0.6263157894736842,20782079,0.51,2.92,0.0101,0.0035,26.5308,0.0,0
7290,0.6263157894736842,20802081,0.67,3.15,0.0431,0.0048,26.088,0.0,0
7291,0.6263157894736842,20822083,0.62,3.18,0.0383,0.0005,25.7621,0.0,0
7292,0.6263157894736842,20842085,0.67,3.08,0.026000000000000002,0.0021,30.3262,0.0,0
7293,0.6263157894736842,20862087,0.48,2.93,0.065,0.0042,32.6551,0.0,0
7294,0.6263157894736842,20882089,0.86,3.02,0.0286,0.0047,33.1438,0.0,0
7295,0.6263157894736842,20902091,0.72,2.9,0.0355,0.0031,28.3754,0.0,0
7296,0.6263157894736842,20922093,0.61,3.07,0.02,0.0037,35.1616,0.0,0
7297,0.6263157894736842,20942095,0.53,3.07,0.0127,0.0025,35.5237,0.0,0
7298,0.6263157894736842,20962097,0.65,3.17,0.0006,0.005,32.0621,0.0,0
7299,0.6263157894736842,20982099,0.57,2.89,0.0079,0.0025,34.2633,0.0,0
7300,0.6263157894736842,21002101,0.64,3.02,0.0404,0.0051,29.7363,0.0,0
7301,0.6263157894736842,21022103,0.72,3.07,0.0009,0.0061,30.476999999999997,0.0,0
7302,0.6263157894736842,21042105,0.63,3.15,0.0046,0.0041,36.1172,0.0,0
7303,0.6263157894736842,21062107,0.66,3.08,0.0375,0.0009,29.2594,0.0,0
7304,0.6263157894736842,21082109,0.48,2.82,0.0652,0.001,30.374000000000002,0.0,0
7305,0.6263157894736842,21102111,0.68,3.08,0.0185,0.0039,24.6916,0.0,0
7306,0.6263157894736842,21122113,0.55,3.11,0.016,0.0036,27.511,0.0,0
7307,0.6263157894736842,21142115,0.74,3.04,0.0223,0.0046,27.7245,0.0,0
7308,0.6263157894736842,21162117,0.59,3.21,0.046,0.0018,31.8593,0.0,0
7309,0.6263157894736842,21182119,0.59,3.15,0.0343,0.0017,29.9073,0.0,0
7310,0.6263157894736842,21202121,0.59,2.89,0.0651,0.0018,26.1394,0.0,0
7311,0.6263157894736842,21222123,0.65,2.99,0.0409,0.0024,30.2182,0.0,0
7312,0.6263157894736842,21242125,0.69,3.07,0.0517,0.0031,31.675,0.0,0
7313,0.6263157894736842,21262127,0.58,3.1,0.0147,0.0036,32.6988,0.0,0
7314,0.6263157894736842,21282129,0.61,2.99,0.0219,0.0026,28.1671,0.0,0
7315,0.6263157894736842,21302131,0.61,3.0,0.0515,0.0019,36.1577,0.0,0
7316,0.6263157894736842,21322133,0.52,3.07,0.0131,0.0045,25.454,0.0,0
7317,0.6263157894736842,21342135,0.38,3.28,0.0197,0.0013,25.5307,0.0,0
7318,0.6263157894736842,21362137,0.65,2.84,0.0188,0.0061,40.6454,0.0,0
7319,0.6263157894736842,21382139,0.53,2.98,0.012,0.0022,30.7141,0.0,0
7320,0.6263157894736842,21402141,0.58,3.1,0.0098,0.0043,37.6135,0.0,0
7321,0.6263157894736842,21422143,0.45,2.89,0.0405,0.0035,36.5222,0.0,0
7322,0.6263157894736842,21442145,0.61,3.11,0.073,0.0011,27.0597,0.0,0
7323,0.6263157894736842,21462147,0.73,3.24,0.0239,0.0043,27.6772,0.0,0
7324,0.6263157894736842,21482149,0.62,3.1,0.0146,0.0038,27.9717,0.0,0
7325,0.6263157894736842,21502151,0.64,3.07,0.0727,0.0027,28.1339,0.0,0
7326,0.6263157894736842,21522153,0.55,2.96,0.0103,0.0061,40.5165,0.0,0
7327,0.6263157894736842,21542155,0.63,3.0,0.0121,0.003,31.6324,0.0,0
7328,0.6263157894736842,21562157,0.62,3.13,0.0209,0.0024,33.3754,0.0,0
7329,0.6263157894736842,21582159,0.65,3.07,0.0468,0.0019,34.8952,0.0,0
7330,0.6263157894736842,21602161,0.59,3.1,0.0756,0.0052,36.1209,0.0,0
7331,0.6263157894736842,21622163,0.47,3.31,0.0483,0.0039,25.5551,0.0,0
7332,0.6263157894736842,21642165,0.55,3.03,0.0395,0.0028,28.3214,0.0,0
7333,0.6263157894736842,21662167,0.5,3.01,0.005,0.002,24.3441,0.0,0
7334,0.6263157894736842,21682169,0.66,3.14,0.0334,0.0037,31.5637,0.0,0
7335,0.6263157894736842,21702171,0.63,3.16,0.0052,0.0051,36.2907,0.0,0
7336,0.6263157894736842,21722173,0.68,3.18,0.0565,0.0039,37.7126,0.0,0
7337,0.6263157894736842,21742175,0.77,3.18,0.0296,0.0019,36.3092,0.0,0
7338,0.6263157894736842,21762177,0.85,2.94,0.0148,0.0075,37.492,0.0,0
7339,0.6263157894736842,21782179,0.53,3.11,0.008,0.0055,27.6239,0.0,0
7340,0.6263157894736842,21802181,0.63,2.83,0.0191,0.0028,31.1871,0.0,0
7341,0.6263157894736842,21822183,0.57,3.1,0.0903,0.0046,32.8055,0.0,0
7342,0.6263157894736842,21842185,0.59,2.92,0.0583,0.0043,35.1308,0.0,0
7343,0.6263157894736842,21862187,0.7,3.01,0.0291,0.0011,30.5513,0.0,0
7344,0.6263157894736842,21882189,0.46,2.96,0.0546,0.004,32.889,0.0,0
7345,0.6263157894736842,21902191,0.68,3.21,0.0467,0.006,30.3196,0.0,0
7346,0.6263157894736842,21922193,0.8,3.11,0.0324,0.0028,33.3476,0.0,0
7347,0.6263157894736842,21942195,0.53,3.04,0.0269,0.0035,38.918,0.0,0
7348,0.6263157894736842,21962197,0.57,3.2,0.0278,0.002,25.0586,0.0,0
7349,0.6263157894736842,21982199,0.55,3.06,0.0639,0.0039,29.316999999999997,0.0,0
7350,0.6263157894736842,22002201,0.54,3.17,0.0055,0.0009,38.2814,0.0,0
7351,0.6263157894736842,22022203,0.73,2.92,0.0457,0.0022,37.9545,0.0,0
7352,0.6263157894736842,22042205,0.6,3.04,0.0598,0.0044,24.2464,0.0,0
7353,0.6263157894736842,22062207,0.66,3.06,0.027999999999999997,0.0033,28.3221,0.0,0
7354,0.6263157894736842,22082209,0.6,3.2,0.034,0.0042,29.2778,0.0,0
7355,0.6263157894736842,22102211,0.49,3.06,0.0336,0.0048,24.9753,0.0,0
7356,0.6263157894736842,22122213,0.63,3.14,0.0534,0.0058,41.9361,0.0,0
7357,0.6263157894736842,22142215,0.81,2.91,0.0452,0.0051,32.9581,0.0,0
7358,0.6263157894736842,22162217,0.76,3.29,0.0046,0.0029,27.3787,0.0,0
7359,0.6263157894736842,22182219,0.62,2.93,0.057,0.0025,30.9539,0.0,0
7360,0.6263157894736842,22202221,0.62,3.07,0.0156,0.0027,29.2391,0.0,0
7361,0.6263157894736842,22222223,0.76,3.25,0.06,0.0061,29.9018,0.0,0
7362,0.6263157894736842,22242225,0.64,3.2,0.015,0.0058,25.8078,0.0,0
7363,0.6263157894736842,22262227,0.55,2.89,0.0957,0.0027,25.8738,0.0,0
7364,0.6263157894736842,22282229,0.79,3.2,0.0028,0.0054,28.0152,0.0,0
7365,0.6263157894736842,22302231,0.68,3.04,0.1092,0.003,33.6484,0.0,0
7366,0.6263157894736842,22322233,0.54,2.9,0.065,0.0047,33.6085,0.0,0
7367,0.6263157894736842,22342235,0.61,3.06,0.0088,0.0033,25.1784,0.0,0
7368,0.6263157894736842,22362237,0.56,3.16,0.0562,0.0026,35.8073,0.0,0
7369,0.6263157894736842,22382239,0.57,3.16,0.0012,0.0042,25.4415,0.0,0
7370,0.6263157894736842,22402241,0.56,3.17,0.040999999999999995,0.0017,26.5475,0.0,0
7371,0.6263157894736842,22422243,0.52,3.25,0.0402,0.0042,23.7717,0.0,0
7372,0.6263157894736842,22442245,0.57,2.98,0.0041,0.0033,37.9218,0.0,0
7373,0.6263157894736842,22462247,0.65,2.92,0.0075,0.0044,31.8255,0.0,0
7374,0.6263157894736842,22482249,0.71,3.16,0.0295,0.0014,33.4654,0.0,0
7375,0.6263157894736842,22502251,0.67,2.99,0.0532,0.0062,28.1127,0.0,0
7376,0.6263157894736842,22522253,0.74,3.16,0.0235,0.0017,28.2876,0.0,0
7377,0.6263157894736842,22542255,0.62,3.34,0.0276,0.0031,31.1762,0.0,0
7378,0.6263157894736842,22562257,0.5,3.08,0.0433,0.003,37.3216,0.0,0
7379,0.6263157894736842,22582259,0.61,3.12,0.0196,0.0042,33.0257,0.0,0
7380,0.6263157894736842,22602261,0.7,3.24,0.0128,0.0038,24.1712,0.0,0
7381,0.6263157894736842,22622263,0.64,2.79,0.0046,0.0024,33.702,0.0,0
7382,0.6263157894736842,22642265,0.61,3.15,0.0428,0.0044,29.6234,0.0,0
7383,0.6263157894736842,22662267,0.64,2.88,0.0401,0.0031,35.5147,0.0,0
7384,0.6263157894736842,22682269,0.57,3.12,0.0133,0.0019,31.928,0.0,0
7385,0.6263157894736842,22702271,0.6,3.02,0.0282,0.0072,33.5311,0.0,0
7386,0.6263157894736842,22722273,0.57,3.03,0.0086,0.0019,27.8133,0.0,0
7387,0.6263157894736842,22742275,0.57,3.13,0.0704,0.0012,27.691,0.0,0
7388,0.6263157894736842,22762277,0.46,2.93,0.0064,0.0024,27.127,0.0,0
7389,0.6263157894736842,22782279,0.7,2.98,0.0286,0.0066,32.0339,0.0,0
7390,0.6263157894736842,22802281,0.62,3.11,0.0429,0.0042,30.9028,0.0,0
7391,0.6263157894736842,22822283,0.66,3.05,0.0024,0.0033,44.1096,0.0,0
7392,0.6263157894736842,22842285,0.69,3.1,0.0315,0.006,28.5112,0.0,0
7393,0.6263157894736842,22862287,0.66,3.06,0.0439,0.0028,34.1704,0.0,0
7394,0.6263157894736842,22882289,0.63,3.13,0.0149,0.0017,36.9208,0.0,0
7395,0.6263157894736842,22902291,0.6,2.83,0.0448,0.0063,26.0616,0.0,0
7396,0.6263157894736842,22922293,0.63,3.05,0.013999999999999999,0.0072,21.5549,0.0,0
7397,0.6263157894736842,22942295,0.71,3.12,0.0414,0.0019,26.1724,0.0,0
7398,0.6263157894736842,22962297,0.73,3.02,0.0204,0.0089,29.5758,0.0001,0
7399,0.6263157894736842,22982299,0.56,3.18,0.034,0.0031,26.615,0.0,0
7400,0.6263157894736842,23002301,0.75,3.1,0.0007,0.0062,30.3903,0.0,0
7401,0.6263157894736842,23022303,0.63,3.19,0.0086,0.0035,30.194000000000003,0.0,0
7402,0.6263157894736842,23042305,0.73,2.76,0.031,0.004,28.8142,0.0,0
7403,0.6263157894736842,23062307,0.53,3.1,0.0008,0.0044,31.6823,0.0,0
7404,0.6263157894736842,23082309,0.64,3.1,0.0569,0.006999999999999999,31.0774,0.0,0
7405,0.6263157894736842,23102311,0.69,2.96,0.0008,0.0032,33.086,0.0,0
7406,0.6263157894736842,23122313,0.66,2.96,0.0022,0.006,26.6621,0.0,0
7407,0.6263157894736842,23142315,0.7,3.04,0.0144,0.0018,30.0399,0.0,0
7408,0.6263157894736842,23162317,0.7,3.34,0.0455,0.0024,31.2277,0.0,0
7409,0.6263157894736842,23182319,0.55,2.99,0.0592,0.0019,29.3266,0.0,0
7410,0.6263157894736842,23202321,0.61,3.1,0.0235,0.0025,35.7196,0.0,0
7411,0.6263157894736842,23222323,0.66,3.05,0.0167,0.0031,31.6044,0.0,0
7412,0.6263157894736842,23242325,0.5,2.7,0.0801,0.0004,34.3641,0.0,0
7413,0.6263157894736842,23262327,0.55,3.05,0.0722,0.0023,25.421,0.0,0
7414,0.6263157894736842,23282329,0.6,2.94,0.0116,0.0044,32.2776,0.0,0
7415,0.6263157894736842,23302331,0.51,2.99,0.0382,0.0022,29.75,0.0,0
7416,0.6263157894736842,23322333,0.64,3.15,0.0103,0.0018,32.3672,0.0,0
7417,0.6263157894736842,23342335,0.55,2.85,0.0589,0.003,30.4788,0.0,0
7418,0.6263157894736842,23362337,0.84,3.03,0.0359,0.002,27.6774,0.0,0
7419,0.6263157894736842,23382339,0.56,2.96,0.0237,0.0014,33.8327,0.0,0
7420,0.6263157894736842,23402341,0.48,3.15,0.0987,0.0054,26.6324,0.0,0
7421,0.6263157894736842,23422343,0.76,3.11,0.0075,0.0059,33.2542,0.0,0
7422,0.6263157894736842,23442345,0.45,3.09,0.0015,0.0032,37.8136,0.0,0
7423,0.6263157894736842,23462347,0.69,3.16,0.0151,0.0044,26.2232,0.0,0
7424,0.6263157894736842,23482349,0.61,3.03,0.0264,0.0051,29.8541,0.0,0
7425,0.6263157894736842,23502351,0.76,3.05,0.0329,0.0035,25.8219,0.0,0
7426,0.6263157894736842,23522353,0.63,3.19,0.0205,0.0052,30.1137,0.0,0
7427,0.6263157894736842,23542355,0.68,3.06,0.0513,0.0032,31.9346,0.0,0
7428,0.6263157894736842,23562357,0.63,3.07,0.018000000000000002,0.0061,30.7995,0.0,0
7429,0.6263157894736842,23582359,0.56,2.92,0.0113,0.0024,23.5839,0.0,0
7430,0.6263157894736842,23602361,0.66,3.01,0.0124,0.0007,28.4837,0.0,0
7431,0.6263157894736842,23622363,0.61,2.89,0.0364,0.0049,30.7561,0.0,0
7432,0.6263157894736842,23642365,0.56,3.07,0.0385,0.0046,29.5504,0.0,0
7433,0.6263157894736842,23662367,0.55,2.9,0.024,0.0014,38.3984,0.0,0
7434,0.6263157894736842,23682369,0.67,2.89,0.021,0.0049,26.246,0.0,0
7435,0.6263157894736842,23702371,0.65,3.13,0.0029,0.0013,35.4999,0.0,0
7436,0.6263157894736842,23722373,0.51,2.95,0.0704,0.0013,28.7211,0.0,0
7437,0.6263157894736842,23742375,0.66,3.11,0.0102,0.0045,31.5395,0.0,0
7438,0.6263157894736842,23762377,0.64,3.01,0.0648,0.0043,29.7489,0.0,0
7439,0.6263157894736842,23782379,0.67,2.96,0.0027,0.0013,35.9777,0.0,0
7440,0.6263157894736842,23802381,0.62,2.94,0.0858,0.0016,34.8284,0.0,0
7441,0.6263157894736842,23822383,0.64,2.91,0.0246,0.0037,37.8785,0.0,0
7442,0.6263157894736842,23842385,0.66,2.99,0.0332,0.0023,30.5363,0.0,0
7443,0.6263157894736842,23862387,0.56,3.18,0.0096,0.0026,30.8284,0.0,0
7444,0.6263157894736842,23882389,0.78,3.1,0.0005,0.0033,21.7689,0.0,0
7445,0.6263157894736842,23902391,0.59,3.02,0.061,0.0018,30.0096,0.0,0
7446,0.6263157894736842,23922393,0.6,3.09,0.019,0.0078,30.9024,0.0,0
7447,0.6263157894736842,23942395,0.54,3.08,0.0583,0.003,32.6972,0.0,0
7448,0.6263157894736842,23962397,0.59,2.98,0.0119,0.0036,37.023,0.0,0
7449,0.6263157894736842,23982399,0.64,2.88,0.0071,0.0055,42.106,0.0,0
7450,0.6263157894736842,24002401,0.64,3.01,0.0291,0.0008,28.2774,0.0,0
7451,0.6263157894736842,24022403,0.77,3.12,0.0485,0.0056,27.7688,0.0,0
7452,0.6263157894736842,24042405,0.46,3.18,0.0155,0.0047,32.6794,0.0,0
7453,0.6263157894736842,24062407,0.62,3.06,0.0459,0.0038,28.6624,0.0,0
7454,0.6263157894736842,24082409,0.68,3.01,0.0823,0.0029,41.17,0.0,0
7455,0.6263157894736842,24102411,0.61,3.02,0.0116,0.0017,29.4829,0.0,0
7456,0.6263157894736842,24122413,0.54,2.99,0.0349,0.0016,23.3731,0.0,0
7457,0.6263157894736842,24142415,0.77,2.94,0.0457,0.0018,31.0447,0.0,0
7458,0.6263157894736842,24162417,0.56,3.03,0.0051,0.0052,32.1637,0.0,0
7459,0.6263157894736842,24182419,0.71,2.95,0.0145,0.0046,34.9483,0.0,0
7460,0.6263157894736842,24202421,0.59,3.08,0.0128,0.0015,27.4052,0.0,0
7461,0.6263157894736842,24222423,0.67,2.98,0.062,0.0056,32.3213,0.0,0
7462,0.6263157894736842,24242425,0.71,3.25,0.0161,0.0025,36.4628,0.0,0
7463,0.6263157894736842,24262427,0.48,3.01,0.0051,0.003,30.9963,0.0,0
7464,0.6263157894736842,24282429,0.65,3.11,0.0215,0.0023,20.7305,0.0,0
7465,0.6263157894736842,24302431,0.58,3.28,0.0121,0.0046,27.2406,0.0,0
7466,0.6263157894736842,24322433,0.57,2.83,0.0038,0.0026,31.7894,0.0,0
7467,0.6263157894736842,24342435,0.52,3.15,0.0143,0.0008,24.478,0.0,0
7468,0.6263157894736842,24362437,0.79,2.94,0.068,0.0047,33.1389,0.0,0
7469,0.6263157894736842,24382439,0.75,3.06,0.0006,0.0055,34.9796,0.0,0
7470,0.6263157894736842,24402441,0.6,3.01,0.065,0.0047,28.6821,0.0,0
7471,0.6263157894736842,24422443,0.55,3.05,0.055999999999999994,0.0056,28.8667,0.0,0
7472,0.6263157894736842,24442445,0.52,2.89,0.0256,0.0073,32.6383,0.0,0
7473,0.6263157894736842,24462447,0.52,2.91,0.0068,0.0055,24.2075,0.0,0
7474,0.6263157894736842,24482449,0.61,2.9,0.0037,0.0008,33.6592,0.0,0
7475,0.6263157894736842,24502451,0.75,3.0,0.0399,0.0044,33.9392,0.0,0
7476,0.6263157894736842,24522453,0.43,3.05,0.0268,0.0015,31.5144,0.0,0
7477,0.6263157894736842,24542455,0.7,3.01,0.0519,0.004,29.2878,0.0,0
7478,0.6263157894736842,24562457,0.56,3.14,0.0201,0.0021,29.2686,0.0,0
7479,0.6263157894736842,24582459,0.56,3.18,0.0268,0.0036,31.3262,0.0,0
7480,0.6263157894736842,24602461,0.7,3.01,0.0565,0.0025,36.5716,0.0,0
7481,0.6263157894736842,24622463,0.62,2.99,0.0331,0.0051,23.914,0.0,0
7482,0.6263157894736842,24642465,0.55,3.06,0.0029,0.0056,27.5273,0.0,0
7483,0.6263157894736842,24662467,0.59,2.99,0.0346,0.0057,29.9938,0.0,0
7484,0.6263157894736842,24682469,0.63,3.19,0.0051,0.0054,27.8017,0.0,0
7485,0.6263157894736842,24702471,0.56,3.15,0.0137,0.0007,26.5528,0.0,0
7486,0.6263157894736842,24722473,0.74,3.03,0.0853,0.0022,31.1022,0.0,0
7487,0.6263157894736842,24742475,0.7,2.96,0.0456,0.0044,37.3135,0.0,0
7488,0.6263157894736842,24762477,0.62,3.2,0.0037,0.004,29.1395,0.0,0
7489,0.6263157894736842,24782479,0.79,3.02,0.0448,0.0032,27.25,0.0,0
7490,0.6263157894736842,24802481,0.62,3.15,0.0296,0.0021,27.9629,0.0,0
7491,0.6263157894736842,24822483,0.66,3.02,0.0333,0.0055,29.1417,0.0,0
7492,0.6263157894736842,24842485,0.71,3.03,0.0088,0.0022,33.9662,0.0,0
7493,0.6263157894736842,24862487,0.75,3.25,0.017,0.0041,37.7064,0.0,0
7494,0.6263157894736842,24882489,0.7,2.97,0.0117,0.0021,29.8562,0.0,0
7495,0.6263157894736842,24902491,0.66,2.98,0.0105,0.0024,34.606,0.0,0
7496,0.6263157894736842,24922493,0.65,3.12,0.0305,0.0064,26.5076,0.0,0
7497,0.6263157894736842,24942495,0.49,3.09,0.0744,0.0078,25.9312,0.0,0
7498,0.6263157894736842,24962497,0.66,3.12,0.0028,0.0046,29.2828,0.0,0
7499,0.6263157894736842,24982499,0.59,2.95,0.0207,0.0033,29.0243,0.0,0
7500,0.731578947368421,1,0.62,3.03,0.0481,0.0035,31.1209,0.0,0
7501,0.731578947368421,23,0.7,2.92,0.0558,0.0023,29.4019,0.0,0
7502,0.731578947368421,45,0.84,3.01,0.0549,0.0025,39.6126,0.0,0
7503,0.731578947368421,67,0.65,2.99,0.0028,0.0033,30.7875,0.0,0
7504,0.731578947368421,89,0.77,3.05,0.0107,0.0014,33.5822,0.0,0
7505,0.731578947368421,1011,0.74,2.88,0.012,0.0019,33.7244,0.0,0
7506,0.731578947368421,1213,0.63,3.13,0.0349,0.0052,33.0225,0.0,0
7507,0.731578947368421,1415,0.55,3.17,0.0023,0.0059,31.7118,0.0,0
7508,0.731578947368421,1617,0.62,3.18,0.0508,0.0032,34.0615,0.0,0
7509,0.731578947368421,1819,0.69,3.01,0.0352,0.0002,41.1116,0.0,0
7510,0.731578947368421,2021,0.7,2.98,0.0256,0.0046,32.2288,0.0,0
7511,0.731578947368421,2223,0.8,2.94,0.0161,0.0076,37.4661,0.0,0
7512,0.731578947368421,2425,0.72,3.0,0.0697,0.0095,31.9882,0.0001,0
7513,0.731578947368421,2627,0.69,3.13,0.0107,0.0011,25.9186,0.0,0
7514,0.731578947368421,2829,0.65,2.82,0.0288,0.0009,27.0534,0.0,0
7515,0.731578947368421,3031,0.69,2.96,0.0134,0.003,35.0574,0.0,0
7516,0.731578947368421,3233,0.67,3.08,0.0312,0.0057,41.4699,0.0,0
7517,0.731578947368421,3435,0.73,3.08,0.0514,0.0033,30.2325,0.0,0
7518,0.731578947368421,3637,0.74,3.19,0.0057,0.0037,36.0727,0.0,0
7519,0.731578947368421,3839,0.78,3.23,0.0141,0.0058,31.026999999999997,0.0,0
7520,0.731578947368421,4041,0.74,3.0,0.0335,0.0083,33.0625,0.0,0
7521,0.731578947368421,4243,0.84,3.15,0.0222,0.0058,33.3187,0.0,0
7522,0.731578947368421,4445,0.63,2.84,0.0335,0.005,40.8171,0.0,0
7523,0.731578947368421,4647,0.73,3.11,0.0008,0.0048,36.7385,0.0,0
7524,0.731578947368421,4849,0.8,3.11,0.0012,0.0031,34.882,0.0,0
7525,0.731578947368421,5051,0.66,3.14,0.0049,0.0056,34.5914,0.0,0
7526,0.731578947368421,5253,0.7,2.94,0.0259,0.0032,38.0218,0.0,0
7527,0.731578947368421,5455,0.76,2.79,0.0397,0.0043,28.6734,0.0,0
